episode_id,customer_id,sequence_number,customer_node_index,order_count,refund_count,refund_amount_total,chargeback_count,account_age_days,requested_amount,evidence_available,evidence_count,previous_refund_count,previous_refund_amount,previous_support_decisions,previous_support_approvals,previous_support_evidence_requests,previous_support_escalations,previous_support_denials,time_since_previous_request_hours,support_decision,is_abusive
EPISODE_00002,CUSTOMER_0002,2,12,4,0,674.43,0,959,6118.99,0,0,0,674.43,1,1,0,0,0,108.3,REQUEST_EVIDENCE,0
EPISODE_00002,CUSTOMER_0002,3,12,4,0,674.43,0,959,6990.18,1,1,0,674.43,2,1,1,0,0,3.6,ESCALATE,0
EPISODE_00002,CUSTOMER_0002,4,12,4,0,674.43,0,959,4745.95,0,0,0,674.43,3,1,1,1,0,13.633333333333333,REQUEST_EVIDENCE,0
EPISODE_00002,CUSTOMER_0002,5,12,4,0,674.43,0,959,6046.83,1,1,0,674.43,4,1,2,1,0,4.4,ESCALATE,0
EPISODE_00002,CUSTOMER_0002,6,12,4,0,674.43,0,959,1934.77,0,0,0,674.43,5,1,2,2,0,9.483333333333333,REQUEST_EVIDENCE,0
EPISODE_00002,CUSTOMER_0002,7,12,4,0,674.43,0,959,5020.05,1,1,0,674.43,6,1,3,2,0,6.0,ESCALATE,0
EPISODE_00002,CUSTOMER_0002,8,12,4,0,674.43,0,959,648.15,1,1,0,674.43,7,1,3,3,0,2.466666666666667,APPROVE,0
EPISODE_00002,CUSTOMER_0002,9,12,4,0,674.43,0,959,7594.38,0,0,0,674.43,8,2,3,3,0,137.45,REQUEST_EVIDENCE,0
EPISODE_00002,CUSTOMER_0002,10,12,4,0,674.43,0,959,2027.67,0,0,0,674.43,9,2,4,3,0,18.9,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,1,20,5,0,1406.09,0,335,1938.1,1,1,0,1406.09,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00003,CUSTOMER_0003,2,20,5,0,1406.09,0,335,1521.03,0,0,0,1406.09,1,1,0,0,0,17.5,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,3,20,5,0,1406.09,0,335,710.2,0,0,0,1406.09,2,1,1,0,0,18.033333333333335,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,4,20,5,0,1406.09,0,335,4156.04,1,1,0,1406.09,3,1,2,0,0,136.95,APPROVE,0
EPISODE_00003,CUSTOMER_0003,5,20,5,0,1406.09,0,335,809.5,1,1,0,1406.09,4,2,2,0,0,14.95,APPROVE,0
EPISODE_00003,CUSTOMER_0003,6,20,5,0,1406.09,0,335,397.0,0,0,0,1406.09,5,3,2,0,0,4.216666666666667,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,7,20,5,0,1406.09,0,335,3474.4,0,0,0,1406.09,6,3,3,0,0,16.283333333333335,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,8,20,5,0,1406.09,0,335,836.45,1,1,0,1406.09,7,3,4,0,0,1.0,APPROVE,0
EPISODE_00003,CUSTOMER_0003,9,20,5,0,1406.09,0,335,7017.07,0,0,0,1406.09,8,4,4,0,0,2.5,REQUEST_EVIDENCE,0
EPISODE_00003,CUSTOMER_0003,10,20,5,0,1406.09,0,335,5695.32,0,0,0,1406.09,9,4,5,0,0,14.933333333333334,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,1,29,4,0,2668.27,0,652,1717.7,0,0,0,2668.27,0,0,0,0,0,999.0,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,2,29,4,0,2668.27,0,652,2405.28,0,0,0,2668.27,1,0,1,0,0,357.3833333333333,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,3,29,4,0,2668.27,0,652,368.19,0,0,0,2668.27,2,0,2,0,0,255.25,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,4,29,4,0,2668.27,0,652,7235.99,0,0,0,2668.27,3,0,3,0,0,9.4,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,5,29,4,0,2668.27,0,652,1895.79,0,0,0,2668.27,4,0,4,0,0,16.1,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,6,29,4,0,2668.27,0,652,3288.68,0,0,0,2668.27,5,0,5,0,0,3.0,DENY,0
EPISODE_00004,CUSTOMER_0004,7,29,4,0,2668.27,0,652,2380.86,0,0,0,2668.27,6,0,5,0,1,10.216666666666667,REQUEST_EVIDENCE,0
EPISODE_00004,CUSTOMER_0004,8,29,4,0,2668.27,0,652,8267.36,1,1,0,2668.27,7,0,6,0,1,0.7666666666666667,ESCALATE,0
EPISODE_00004,CUSTOMER_0004,9,29,4,0,2668.27,0,652,1615.43,0,0,0,2668.27,8,0,6,1,1,5.8,DENY,0
EPISODE_00004,CUSTOMER_0004,10,29,4,0,2668.27,0,652,1703.6,0,0,0,2668.27,9,0,6,1,2,17.166666666666668,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,1,37,9,0,2289.33,0,690,4401.83,0,0,0,2289.33,0,0,0,0,0,999.0,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,2,37,9,0,2289.33,0,690,252.89,0,0,0,2289.33,1,0,1,0,0,15.083333333333334,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,3,37,9,0,2289.33,0,690,4730.75,0,0,0,2289.33,2,0,2,0,0,1.7166666666666666,DENY,0
EPISODE_00005,CUSTOMER_0005,4,37,9,0,2289.33,0,690,216.13,1,1,0,2289.33,3,0,2,0,1,12.7,APPROVE,0
EPISODE_00005,CUSTOMER_0005,5,37,9,0,2289.33,0,690,2280.12,0,0,0,2289.33,4,1,2,0,1,24.116666666666667,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,6,37,9,0,2289.33,0,690,5004.32,0,0,0,2289.33,5,1,3,0,1,14.55,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,7,37,9,0,2289.33,0,690,1974.45,0,0,0,2289.33,6,1,4,0,1,7.3,REQUEST_EVIDENCE,0
EPISODE_00005,CUSTOMER_0005,8,37,9,0,2289.33,0,690,2284.43,1,1,0,2289.33,7,1,5,0,1,11.7,APPROVE,0
EPISODE_00005,CUSTOMER_0005,9,37,9,0,2289.33,0,690,2141.48,1,1,0,2289.33,8,2,5,0,1,18.8,APPROVE,0
EPISODE_00005,CUSTOMER_0005,10,37,9,0,2289.33,0,690,1678.57,0,0,0,2289.33,9,3,5,0,1,20.85,REQUEST_EVIDENCE,0
EPISODE_00006,CUSTOMER_0006,1,50,3,2,1410.03,0,388,6556.31,1,1,2,1410.03,0,0,0,0,0,999.0,ESCALATE,0
EPISODE_00006,CUSTOMER_0006,2,50,3,2,1410.03,0,388,3573.05,1,1,2,1410.03,1,0,0,1,0,18.866666666666667,APPROVE,0
EPISODE_00006,CUSTOMER_0006,3,50,3,2,1410.03,0,388,5315.55,1,1,2,1410.03,2,1,0,1,0,108.38333333333334,ESCALATE,0
EPISODE_00006,CUSTOMER_0006,4,50,3,2,1410.03,0,388,3010.24,1,1,2,1410.03,3,1,0,2,0,10.583333333333334,APPROVE,0
EPISODE_00006,CUSTOMER_0006,5,50,3,2,1410.03,0,388,7998.55,0,0,2,1410.03,4,2,0,2,0,6.433333333333334,REQUEST_EVIDENCE,0
EPISODE_00006,CUSTOMER_0006,6,50,3,2,1410.03,0,388,7945.0,1,1,2,1410.03,5,2,1,2,0,15.166666666666666,ESCALATE,0
EPISODE_00006,CUSTOMER_0006,7,50,3,2,1410.03,0,388,6993.95,1,1,2,1410.03,6,2,1,3,0,6.283333333333333,ESCALATE,0
EPISODE_00006,CUSTOMER_0006,8,50,3,2,1410.03,0,388,6346.58,1,1,2,1410.03,7,2,1,4,0,8.516666666666667,ESCALATE,0
EPISODE_00006,CUSTOMER_0006,9,50,3,2,1410.03,0,388,1486.54,0,0,2,1410.03,8,2,1,5,0,21.35,REQUEST_EVIDENCE,0
EPISODE_00006,CUSTOMER_0006,10,50,3,2,1410.03,0,388,527.93,1,1,2,1410.03,9,2,2,5,0,14.133333333333333,APPROVE,0
EPISODE_00007,CUSTOMER_0007,1,57,9,0,2835.58,0,866,512.31,0,0,0,2835.58,0,0,0,0,0,999.0,REQUEST_EVIDENCE,0
EPISODE_00007,CUSTOMER_0007,2,57,9,0,2835.58,0,866,669.4,0,0,0,2835.58,1,0,1,0,0,477.6333333333333,REQUEST_EVIDENCE,0
EPISODE_00007,CUSTOMER_0007,3,57,9,0,2835.58,0,866,6362.44,1,1,0,2835.58,2,0,2,0,0,36.96666666666667,ESCALATE,0
EPISODE_00007,CUSTOMER_0007,4,57,9,0,2835.58,0,866,5721.57,1,1,0,2835.58,3,0,2,1,0,18.283333333333335,ESCALATE,0
EPISODE_00007,CUSTOMER_0007,5,57,9,0,2835.58,0,866,5215.71,1,1,0,2835.58,4,0,2,2,0,11.95,ESCALATE,0
EPISODE_00007,CUSTOMER_0007,6,57,9,0,2835.58,0,866,828.46,0,0,0,2835.58,5,0,2,3,0,7.8,DENY,0
EPISODE_00007,CUSTOMER_0007,7,57,9,0,2835.58,0,866,2042.61,1,1,0,2835.58,6,0,2,3,1,14.833333333333334,APPROVE,0
EPISODE_00007,CUSTOMER_0007,8,57,9,0,2835.58,0,866,5008.06,1,1,0,2835.58,7,1,2,3,1,13.8,ESCALATE,0
EPISODE_00007,CUSTOMER_0007,9,57,9,0,2835.58,0,866,1810.58,1,1,0,2835.58,8,1,2,4,1,11.966666666666667,APPROVE,0
EPISODE_00007,CUSTOMER_0007,10,57,9,0,2835.58,0,866,6246.51,1,1,0,2835.58,9,2,2,4,1,13.933333333333334,ESCALATE,0
EPISODE_00008,CUSTOMER_0008,1,70,5,1,5603.62,0,1156,5652.87,0,0,1,5603.62,0,0,0,0,0,999.0,REQUEST_EVIDENCE,1
EPISODE_00008,CUSTOMER_0008,2,70,5,1,5603.62,0,1156,2123.36,1,1,1,5603.62,1,0,1,0,0,14.883333333333333,APPROVE,1
EPISODE_00008,CUSTOMER_0008,3,70,5,1,5603.62,0,1156,3433.07,1,1,1,5603.62,2,1,1,0,0,22.683333333333334,DENY,1
EPISODE_00008,CUSTOMER_0008,4,70,5,1,5603.62,0,1156,2059.56,0,0,1,5603.62,3,1,1,0,1,8.633333333333333,DENY,1
EPISODE_00008,CUSTOMER_0008,5,70,5,1,5603.62,0,1156,1670.25,0,0,1,5603.62,4,1,1,0,2,13.083333333333334,REQUEST_EVIDENCE,1
EPISODE_00008,CUSTOMER_0008,6,70,5,1,5603.62,0,1156,1527.76,0,0,1,5603.62,5,1,2,0,2,23.616666666666667,DENY,1
EPISODE_00008,CUSTOMER_0008,7,70,5,1,5603.62,0,1156,2476.3,0,0,1,5603.62,6,1,2,0,3,220.3,REQUEST_EVIDENCE,1
EPISODE_00008,CUSTOMER_0008,8,70,5,1,5603.62,0,1156,2032.75,0,0,1,5603.62,7,1,3,0,3,17.766666666666666,DENY,1
EPISODE_00008,CUSTOMER_0008,9,70,5,1,5603.62,0,1156,4549.88,1,1,1,5603.62,8,1,3,0,4,22.183333333333334,DENY,1
EPISODE_00008,CUSTOMER_0008,10,70,5,1,5603.62,0,1156,3044.98,1,1,1,5603.62,9,1,3,0,5,18.866666666666667,APPROVE,1
EPISODE_00009,CUSTOMER_0009,1,79,2,1,610.67,0,1141,1134.39,1,1,1,610.67,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00009,CUSTOMER_0009,2,79,2,1,610.67,0,1141,4035.28,1,1,1,610.67,1,1,0,0,0,13.433333333333334,APPROVE,0
EPISODE_00009,CUSTOMER_0009,3,79,2,1,610.67,0,1141,1681.84,1,1,1,610.67,2,2,0,0,0,9.316666666666666,APPROVE,0
EPISODE_00009,CUSTOMER_0009,4,79,2,1,610.67,0,1141,139.12,1,1,1,610.67,3,3,0,0,0,14.366666666666667,APPROVE,0
EPISODE_00009,CUSTOMER_0009,5,79,2,1,610.67,0,1141,3953.97,1,1,1,610.67,4,4,0,0,0,10.533333333333333,APPROVE,0
EPISODE_00009,CUSTOMER_0009,6,79,2,1,610.67,0,1141,2163.96,0,0,1,610.67,5,5,0,0,0,18.616666666666667,REQUEST_EVIDENCE,0
EPISODE_00009,CUSTOMER_0009,7,79,2,1,610.67,0,1141,2202.85,1,1,1,610.67,6,5,1,0,0,8.366666666666667,APPROVE,0
EPISODE_00009,CUSTOMER_0009,8,79,2,1,610.67,0,1141,3740.12,1,1,1,610.67,7,6,1,0,0,7.033333333333333,APPROVE,0
EPISODE_00009,CUSTOMER_0009,9,79,2,1,610.67,0,1141,5221.04,1,1,1,610.67,8,7,1,0,0,3.9166666666666665,ESCALATE,0
EPISODE_00009,CUSTOMER_0009,10,79,2,1,610.67,0,1141,1679.44,0,0,1,610.67,9,7,1,1,0,4.816666666666666,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,1,85,2,2,1826.62,0,1154,1109.5,0,0,2,1826.62,0,0,0,0,0,999.0,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,2,85,2,2,1826.62,0,1154,1082.56,0,0,2,1826.62,1,0,1,0,0,257.43333333333334,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,3,85,2,2,1826.62,0,1154,1848.34,1,1,2,1826.62,2,0,2,0,0,20.183333333333334,APPROVE,0
EPISODE_00010,CUSTOMER_0010,4,85,2,2,1826.62,0,1154,2118.45,0,0,2,1826.62,3,1,2,0,0,19.533333333333335,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,5,85,2,2,1826.62,0,1154,3555.58,1,1,2,1826.62,4,1,3,0,0,296.25,APPROVE,0
EPISODE_00010,CUSTOMER_0010,6,85,2,2,1826.62,0,1154,3417.73,0,0,2,1826.62,5,2,3,0,0,7.7,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,7,85,2,2,1826.62,0,1154,700.63,0,0,2,1826.62,6,2,4,0,0,14.433333333333334,REQUEST_EVIDENCE,0
EPISODE_00010,CUSTOMER_0010,8,85,2,2,1826.62,0,1154,899.88,1,1,2,1826.62,7,2,5,0,0,15.983333333333333,APPROVE,0
EPISODE_00010,CUSTOMER_0010,9,85,2,2,1826.62,0,1154,1506.1,1,1,2,1826.62,8,3,5,0,0,4.416666666666667,APPROVE,0
EPISODE_00010,CUSTOMER_0010,10,85,2,2,1826.62,0,1154,251.86,1,1,2,1826.62,9,4,5,0,0,19.916666666666668,APPROVE,0
EPISODE_00011,CUSTOMER_0011,1,91,3,0,2524.22,0,520,3391.39,0,0,0,2524.22,0,0,0,0,0,999.0,REQUEST_EVIDENCE,0
EPISODE_00011,CUSTOMER_0011,2,91,3,0,2524.22,0,520,3391.39,1,1,0,2524.22,1,0,1,0,0,15.233333333333333,APPROVE,0
EPISODE_00011,CUSTOMER_0011,3,91,3,0,2524.22,0,520,449.36,1,1,0,2524.22,2,1,1,0,0,1.2,APPROVE,0
EPISODE_00011,CUSTOMER_0011,4,91,3,0,2524.22,0,520,1899.85,0,0,0,2524.22,3,2,1,0,0,9.983333333333333,REQUEST_EVIDENCE,0
EPISODE_00011,CUSTOMER_0011,5,91,3,0,2524.22,0,520,2212.05,1,1,0,2524.22,4,2,2,0,0,23.366666666666667,APPROVE,0
EPISODE_00011,CUSTOMER_0011,6,91,3,0,2524.22,0,520,4593.62,1,1,0,2524.22,5,3,2,0,0,23.1,APPROVE,0
EPISODE_00011,CUSTOMER_0011,7,91,3,0,2524.22,0,520,1135.2,1,1,0,2524.22,6,4,2,0,0,14.283333333333333,APPROVE,0
EPISODE_00011,CUSTOMER_0011,8,91,3,0,2524.22,0,520,3925.4,1,1,0,2524.22,7,5,2,0,0,12.833333333333334,APPROVE,0
EPISODE_00011,CUSTOMER_0011,9,91,3,0,2524.22,0,520,878.69,1,1,0,2524.22,8,6,2,0,0,10.316666666666666,APPROVE,0
EPISODE_00011,CUSTOMER_0011,10,91,3,0,2524.22,0,520,3303.01,0,0,0,2524.22,9,7,2,0,0,5.9,REQUEST_EVIDENCE,0
EPISODE_00012,CUSTOMER_0012,1,98,7,0,1447.5,0,262,1201.03,1,1,0,1447.5,0,0,0,0,0,999.0,DENY,0
EPISODE_00012,CUSTOMER_0012,2,98,7,0,1447.5,0,262,2008.87,1,1,0,1447.5,1,0,0,0,1,16.966666666666665,APPROVE,0
EPISODE_00012,CUSTOMER_0012,3,98,7,0,1447.5,0,262,422.96,1,1,0,1447.5,2,1,0,0,1,5.15,APPROVE,0
EPISODE_00012,CUSTOMER_0012,4,98,7,0,1447.5,0,262,5248.01,1,1,0,1447.5,3,2,0,0,1,0.5833333333333334,ESCALATE,0
EPISODE_00012,CUSTOMER_0012,5,98,7,0,1447.5,0,262,2831.72,1,1,0,1447.5,4,2,0,1,1,19.333333333333332,APPROVE,0
EPISODE_00012,CUSTOMER_0012,6,98,7,0,1447.5,0,262,2369.6,1,1,0,1447.5,5,3,0,1,1,13.566666666666666,APPROVE,0
EPISODE_00012,CUSTOMER_0012,7,98,7,0,1447.5,0,262,1015.02,0,0,0,1447.5,6,4,0,1,1,23.15,REQUEST_EVIDENCE,0
EPISODE_00012,CUSTOMER_0012,8,98,7,0,1447.5,0,262,718.61,1,1,0,1447.5,7,4,1,1,1,3.9166666666666665,APPROVE,0
EPISODE_00012,CUSTOMER_0012,9,98,7,0,1447.5,0,262,5225.52,0,0,0,1447.5,8,5,1,1,1,14.483333333333333,REQUEST_EVIDENCE,0
EPISODE_00012,CUSTOMER_0012,10,98,7,0,1447.5,0,262,5570.29,0,0,0,1447.5,9,5,2,1,1,14.066666666666666,REQUEST_EVIDENCE,0
EPISODE_00013,CUSTOMER_0013,1,109,9,1,828.74,0,997,2126.8,1,1,1,828.74,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00013,CUSTOMER_0013,2,109,9,1,828.74,0,997,4596.18,0,0,1,828.74,1,1,0,0,0,17.316666666666666,DENY,0
EPISODE_00013,CUSTOMER_0013,3,109,9,1,828.74,0,997,5211.05,0,0,1,828.74,2,1,0,0,1,11.566666666666666,DENY,0
EPISODE_00013,CUSTOMER_0013,4,109,9,1,828.74,0,997,1930.69,1,1,1,828.74,3,1,0,0,2,19.816666666666666,APPROVE,0
EPISODE_00013,CUSTOMER_0013,5,109,9,1,828.74,0,997,1931.16,0,0,1,828.74,4,2,0,0,2,8.716666666666667,REQUEST_EVIDENCE,0
EPISODE_00013,CUSTOMER_0013,6,109,9,1,828.74,0,997,5595.18,0,0,1,828.74,5,2,1,0,2,0.8166666666666667,REQUEST_EVIDENCE,0
EPISODE_00013,CUSTOMER_0013,7,109,9,1,828.74,0,997,2264.48,0,0,1,828.74,6,2,2,0,2,22.3,REQUEST_EVIDENCE,0
EPISODE_00013,CUSTOMER_0013,8,109,9,1,828.74,0,997,1699.22,1,1,1,828.74,7,2,3,0,2,8.583333333333334,APPROVE,0
EPISODE_00013,CUSTOMER_0013,9,109,9,1,828.74,0,997,1521.94,1,1,1,828.74,8,3,3,0,2,9.866666666666667,APPROVE,0
EPISODE_00013,CUSTOMER_0013,10,109,9,1,828.74,0,997,2275.74,1,1,1,828.74,9,4,3,0,2,12.516666666666667,APPROVE,0
EPISODE_00014,CUSTOMER_0014,1,122,6,1,2512.43,0,879,623.53,1,1,1,2512.43,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00014,CUSTOMER_0014,2,122,6,1,2512.43,0,879,2939.91,1,1,1,2512.43,1,1,0,0,0,10.566666666666666,APPROVE,0
EPISODE_00014,CUSTOMER_0014,3,122,6,1,2512.43,0,879,338.86,0,0,1,2512.43,2,2,0,0,0,17.616666666666667,REQUEST_EVIDENCE,0
EPISODE_00014,CUSTOMER_0014,4,122,6,1,2512.43,0,879,1907.33,1,1,1,2512.43,3,2,1,0,0,12.05,APPROVE,0
EPISODE_00014,CUSTOMER_0014,5,122,6,1,2512.43,0,879,5475.91,0,0,1,2512.43,4,3,1,0,0,23.516666666666666,REQUEST_EVIDENCE,0
EPISODE_00014,CUSTOMER_0014,6,122,6,1,2512.43,0,879,5022.31,0,0,1,2512.43,5,3,2,0,0,13.066666666666666,REQUEST_EVIDENCE,0
EPISODE_00014,CUSTOMER_0014,7,122,6,1,2512.43,0,879,229.02,1,1,1,2512.43,6,3,3,0,0,21.633333333333333,APPROVE,0
EPISODE_00014,CUSTOMER_0014,8,122,6,1,2512.43,0,879,362.61,0,0,1,2512.43,7,4,3,0,0,22.65,REQUEST_EVIDENCE,0
EPISODE_00014,CUSTOMER_0014,9,122,6,1,2512.43,0,879,4736.68,0,0,1,2512.43,8,4,4,0,0,3.816666666666667,DENY,0
EPISODE_00014,CUSTOMER_0014,10,122,6,1,2512.43,0,879,933.32,1,1,1,2512.43,9,4,4,0,1,18.933333333333334,APPROVE,0
EPISODE_00015,CUSTOMER_0015,1,132,8,0,1630.29,0,1217,2268.74,1,1,0,1630.29,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00015,CUSTOMER_0015,2,132,8,0,1630.29,0,1217,6793.99,0,0,0,1630.29,1,1,0,0,0,23.9,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,3,132,8,0,1630.29,0,1217,3053.54,0,0,0,1630.29,2,1,1,0,0,16.016666666666666,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,4,132,8,0,1630.29,0,1217,3955.29,0,0,0,1630.29,3,1,2,0,0,19.766666666666666,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,5,132,8,0,1630.29,0,1217,404.75,0,0,0,1630.29,4,1,3,0,0,126.38333333333334,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,6,132,8,0,1630.29,0,1217,4926.39,0,0,0,1630.29,5,1,4,0,0,23.05,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,7,132,8,0,1630.29,0,1217,2289.98,0,0,0,1630.29,6,1,5,0,0,1.0333333333333334,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,8,132,8,0,1630.29,0,1217,1642.02,0,0,0,1630.29,7,1,6,0,0,2.6666666666666665,REQUEST_EVIDENCE,0
EPISODE_00015,CUSTOMER_0015,9,132,8,0,1630.29,0,1217,865.87,1,1,0,1630.29,8,1,7,0,0,21.483333333333334,APPROVE,0
EPISODE_00015,CUSTOMER_0015,10,132,8,0,1630.29,0,1217,398.04,1,1,0,1630.29,9,2,7,0,0,23.916666666666668,APPROVE,0
EPISODE_00016,CUSTOMER_0016,1,144,5,0,2234.12,0,962,4506.41,1,1,0,2234.12,0,0,0,0,0,999.0,APPROVE,0
EPISODE_00016,CUSTOMER_0016,2,144,5,0,2234.12,0,962,3779.28,1,1,0,2234.12,1,1,0,0,0,171.18333333333334,APPROVE,0
EPISODE_00016,CUSTOMER_0016,3,144,5,0,2234.12,0,962,4522.19,1,1,0,2234.12,2,2,0,0,0,22.833333333333332,APPROVE,0
EPISODE_00016,CUSTOMER_0016,4,144,5,0,2234.12,0,962,7135.2,1,1,0,2234.12,3,3,0,0,0,15.966666666666667,ESCALATE,0
EPISODE_00016,CUSTOMER_0016,5,144,5,0,2234.12,0,962,1926.76,0,0,0,2234.12,4,3,0,1,0,43.25,REQUEST_EVIDENCE,0
EPISODE_00016,CUSTOMER_0016,6,144,5,0,2234.12,0,962,540.3,0,0,0,2234.12,5,3,1,1,0,13.216666666666667,DENY,0
EPISODE_00016,CUSTOMER_0016,7,144,5,0,2234.12,0,962,900.14,1,1,0,2234.12,6,3,1,1,1,144.2,APPROVE,0
EPISODE_00016,CUSTOMER_0016,8,144,5,0,2234.12,0,962,1603.6,1,1,0,2234.12,7,4,1,1,1,22.9,APPROVE,0
EPISODE_00016,CUSTOMER_0016,9,144,5,0,2234.12,0,962,2345.37,0,0,0,2234.12,8,5,1,1,1,10.0,REQUEST_EVIDENCE,0
EPISODE_00016,CUSTOMER_0016,10,144,5,0,2234.12,0,962,7218.34,1,1,0,2234.12,9,5,2,1,1,23.533333333333335,ESCALATE,0
EPISODE_00017,CUSTOMER_0017,1,153,8,1,1883.72,0,1474,263.09,0,0,1,1883.72,0,0,0,0,0,999.0,REQUEST_EVIDENCE,1
EPISODE_00017,CUSTOMER_0017,2,153,8,1,1883.72,0,1474,4405.5,0,0,1,1883.72,1,0,1,0,0,2.8666666666666667,REQUEST_EVIDENCE,1
EPISODE_00017,CUSTOMER_0017,3,153,8,1,1883.72,0,1474,213.64,0,0,1,1883.72,2,0,2,0,0,5.866666666666666,REQUEST_EVIDENCE,1
EPISODE_00017,CUSTOMER_0017,4,153,8,1,1883.72,0,1474,3051.09,1,1,1,1883.72,3,0,3,0,0,78.45,APPROVE,1
EPISODE_00017,CUSTOMER_0017,5,153,8,1,1883.72,0,1474,696.8,1,1,1,1883.72,4,1,3,0,0,21.216666666666665,DENY,1
EPISODE_00017,CUSTOMER_0017,6,153,8,1,1883.72,0,1474,1139.37,1,1,1,1883.72,5,1,3,0,1,4.283333333333333,APPROVE,1
EPISODE_00017,CUSTOMER_0017,7,153,8,1,1883.72,0,1474,1180.54,1,1,1,1883.72,6,2,3,0,1,7.466666666666667,APPROVE,1
EPISODE_00017,CUSTOMER_0017,8,153,8,1,1883.72,0,1474,1789.45,0,0,1,1883.72,7,3,3,0,1,15.183333333333334,REQUEST_EVIDENCE,1
EPISODE_00017,CUSTOMER_0017,9,153,8,1,1883.72,0,1474,471.69,1,1,1,1883.72,8,3,4,0,1,23.3,APPROVE,1
EPISODE_00017,CUSTOMER_0017,10,153,8,1,1883.72,0,1474,2237.48,1,1,1,1883.72,9,4,4,0,1,11.183333333333334,APPROVE,1
